,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
20,1.75,7.21,8.07,9.8,15.5,1.8,10.72,20.52,19.84,7.76,12.9,21.77,9.45,10.45,8.7,16.65,11.63,15.82,5.37,999.0,7.43,2.99,19.23,14.11,0.98,4.24,3.59,4.53,5.69,14.44,13.49,14.52,3.59,3.59,6.27,4.45,16.13,13.85,5.1,9.17
21,8.23,10.88,3.47,10.57,13.17,7.23,4.57,13.51,13.24,2.75,9.58,16.53,2.06,3.85,10.25,13.95,4.28,8.41,5.02,7.43,999.0,10.15,11.94,8.79,7.93,9.47,5.5,11.93,7.23,11.44,8.87,11.85,5.5,5.5,5.82,11.7,11.9,7.86,6.71,6.51
22,1.99,8.82,10.1,12.09,18.17,4.4,12.86,22.75,21.84,9.95,15.77,23.11,12.1,13.37,10.89,19.36,14.2,18.56,6.93,2.99,10.15,999.0,21.68,17.09,3.17,5.74,6.52,2.02,6.23,17.24,16.45,17.26,6.52,6.52,7.47,3.37,19.04,16.83,5.88,10.41
23,19.69,22.18,11.74,20.49,19.35,19.17,9.01,2.7,4.55,11.76,16.1,10.57,9.88,10.62,20.72,19.37,7.67,4.91,15.07,19.23,11.94,21.68,999.0,12.66,19.83,21.31,17.34,23.6,16.78,17.45,13.94,18.13,17.34,17.34,15.05,23.61,15.8,11.08,16.65,12.99
24,15.55,12.66,11.96,9.43,6.69,12.88,11.47,15.25,16.33,11.32,3.7,21.56,8.38,5.1,10.22,6.8,8.6,7.8,13.73,14.11,8.79,17.09,12.66,999.0,14.06,13.48,10.63,18.35,15.9,4.8,1.42,5.48,10.63,10.63,14.6,17.17,3.54,1.63,15.33,15.01
25,2.51,6.31,8.87,9.11,15.03,1.23,11.47,21.2,20.6,8.51,12.6,22.66,9.98,10.69,7.96,16.21,12.18,16.26,6.31,0.98,7.93,3.17,19.83,14.06,999.0,3.29,3.43,4.32,6.67,14.07,13.36,14.1,3.43,3.43,7.23,3.78,15.89,13.91,6.08,10.11
26,5.74,3.11,11.3,6.54,13.0,2.8,13.64,22.98,22.66,10.81,11.24,25.28,11.49,11.25,5.27,14.24,13.69,17.23,9.24,4.24,9.47,5.74,21.31,13.48,3.29,999.0,3.98,5.84,9.9,12.4,12.5,12.28,3.98,3.98,10.26,3.98,14.62,13.72,9.27,13.01
27,5.24,5.7,7.64,6.91,12.04,2.27,9.77,19.0,18.71,7.07,9.32,21.6,7.51,7.52,6.06,13.15,9.71,13.37,6.32,3.59,5.5,6.52,17.34,10.63,3.43,3.98,999.0,7.73,7.7,10.89,9.94,10.99,0.0,0.0,7.44,6.79,12.55,10.52,7.01,9.81
28,3.96,8.7,12.09,12.38,18.77,5.46,14.84,24.72,23.85,11.91,16.68,25.11,13.92,14.96,11.11,20.0,16.06,20.34,8.94,4.53,11.93,2.02,23.6,18.35,4.32,5.84,7.73,999.0,8.2,18.02,17.59,17.97,7.73,7.73,9.48,2.24,20.02,18.23,7.89,12.42
29,4.65,12.73,5.19,14.61,19.22,7.19,7.79,17.39,16.17,5.44,15.98,16.92,8.49,11.07,13.71,20.21,10.09,14.69,2.21,5.69,7.23,6.23,16.78,15.9,6.67,9.9,7.7,8.2,999.0,17.77,15.78,18.03,7.7,7.7,1.74,9.38,18.75,15.07,0.69,4.33
30,16.13,10.55,14.9,6.57,1.95,12.84,15.13,20.02,21.01,14.19,1.86,26.02,11.79,8.61,7.74,2.52,12.64,12.57,15.78,14.44,11.44,17.24,17.45,4.8,14.07,12.4,10.89,18.02,17.77,999.0,3.53,0.69,10.89,10.89,16.82,16.38,2.78,6.37,17.11,17.95
31,15.02,11.47,12.21,8.09,5.47,12.15,12.03,16.5,17.49,11.53,2.28,22.56,8.79,5.49,8.94,5.74,9.33,9.05,13.65,13.49,8.87,16.45,13.94,1.42,13.36,12.5,9.94,17.59,15.78,3.53,999.0,4.19,9.94,9.94,14.59,16.29,3.02,2.86,15.17,15.28
32,16.22,10.29,15.32,6.25,1.35,12.87,15.64,20.69,21.66,14.61,2.34,26.63,12.3,9.15,7.46,2.19,13.22,13.24,16.08,14.52,11.85,17.26,18.13,5.48,14.1,12.28,10.99,17.97,18.03,0.69,4.19,999.0,10.99,10.99,17.13,16.27,3.35,7.05,17.36,18.36
33,5.24,5.7,7.64,6.91,12.04,2.27,9.77,19.0,18.71,7.07,9.32,21.6,7.51,7.52,6.06,13.15,9.71,13.37,6.32,3.59,5.5,6.52,17.34,10.63,3.43,3.98,0.0,7.73,7.7,10.89,9.94,10.99,999.0,0.0,7.44,6.79,12.55,10.52,7.01,9.81
34,5.24,5.7,7.64,6.91,12.04,2.27,9.77,19.0,18.71,7.07,9.32,21.6,7.51,7.52,6.06,13.15,9.71,13.37,6.32,3.59,5.5,6.52,17.34,10.63,3.43,3.98,0.0,7.73,7.7,10.89,9.94,10.99,0.0,999.0,7.44,6.79,12.55,10.52,7.01,9.81
35,5.66,12.87,3.46,14.26,18.38,7.47,6.05,15.71,14.57,3.76,14.99,15.68,6.88,9.65,13.49,19.3,8.38,12.98,1.13,6.27,5.82,7.47,15.05,14.6,7.23,10.26,7.44,9.48,1.74,16.82,14.59,17.13,7.44,7.44,999.0,10.38,17.6,13.67,1.67,2.97
36,4.75,6.6,12.5,10.44,16.98,4.59,15.16,24.95,24.28,12.2,15.17,26.04,13.76,14.29,9.15,18.22,15.96,19.99,9.64,4.45,11.7,3.37,23.61,17.17,3.78,3.98,6.79,2.24,9.38,16.38,16.29,16.27,6.79,6.79,10.38,999.0,18.54,17.24,8.93,13.34
37,17.73,13.06,15.23,9.2,4.05,14.67,14.94,18.46,19.69,14.55,3.38,25.04,11.76,8.46,10.3,3.66,12.13,11.08,16.64,16.13,11.9,19.04,15.8,3.54,15.89,14.62,12.55,20.02,18.75,2.78,3.02,3.35,12.55,12.55,17.6,18.54,999.0,5.12,18.13,18.3
38,15.18,13.26,10.82,10.38,8.29,12.79,10.08,13.65,14.7,10.21,5.08,19.93,7.15,4.02,11.02,8.43,7.11,6.2,12.87,13.85,7.86,16.83,11.08,1.63,13.91,13.72,10.52,18.23,15.07,6.37,2.86,7.05,10.52,10.52,13.67,17.24,5.12,999.0,14.53,13.82
39,4.19,12.08,4.96,13.91,18.55,6.55,7.65,17.37,16.24,5.12,15.33,17.22,8.09,10.55,13.03,19.55,9.78,14.38,1.75,5.1,6.71,5.88,16.65,15.33,6.08,9.27,7.01,7.89,0.69,17.11,15.17,17.36,7.01,7.01,1.67,8.93,18.13,14.53,999.0,4.53
40,8.62,15.44,3.07,16.34,19.67,10.22,4.44,13.28,11.92,3.77,16.09,12.72,6.68,9.91,15.72,20.47,7.42,11.78,3.8,9.17,6.51,10.41,12.99,15.01,10.11,13.01,9.81,12.42,4.33,17.95,15.28,18.36,9.81,9.81,2.97,13.34,18.3,13.82,4.53,999.0
