,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
20,2.73,20.34,10.62,8.08,8.34,9.58,2.63,3.5,10.57,7.08,11.54,3.02,21.54,9.81,7.97,5.97,5.87,4.85,9.25,999.0,8.67,8.77,11.21,9.14,7.75,21.97,10.85,3.91,8.8,9.2,10.26,9.91,10.64,9.32,8.92,8.7,3.91,8.36,8.14,9.32
21,10.27,25.35,8.8,8.85,1.42,1.46,10.48,9.51,19.24,8.14,12.27,10.03,27.06,1.14,0.7,3.78,14.3,8.82,3.13,8.67,999.0,2.19,19.74,3.37,1.71,25.22,9.53,12.09,17.24,4.99,16.09,1.24,18.44,12.5,10.98,6.53,12.09,4.1,7.41,12.5
22,10.82,23.69,6.65,7.05,3.54,1.41,10.96,10.36,19.25,6.48,10.25,9.46,25.48,2.56,2.25,2.92,13.96,10.02,0.96,8.77,2.19,999.0,19.97,1.18,3.64,23.28,7.4,11.7,16.83,2.82,14.79,2.73,17.67,10.84,9.22,4.48,11.7,2.03,5.51,10.84
23,9.59,20.99,20.53,17.51,19.17,20.75,9.32,10.76,2.06,16.8,19.71,11.35,21.02,20.87,19.05,17.14,7.2,12.29,20.43,11.21,19.74,19.97,999.0,20.29,18.57,24.92,20.47,9.08,5.99,20.13,13.4,20.95,8.91,16.37,17.12,19.2,9.08,19.42,18.27,16.37
24,11.37,22.91,5.55,6.26,4.72,2.38,11.47,11.06,19.45,5.83,9.26,9.45,24.75,3.62,3.4,3.17,14.02,10.87,0.32,9.14,3.37,1.18,20.29,999.0,4.79,22.32,6.31,11.76,16.83,1.71,14.27,3.79,17.45,10.1,8.43,3.51,11.76,1.22,4.67,10.1
25,9.0,25.66,9.92,9.5,0.6,3.17,9.26,8.1,18.21,8.66,13.12,9.55,27.27,2.56,1.39,4.06,13.55,7.24,4.61,7.75,1.71,3.64,18.57,4.79,999.0,25.88,10.61,11.41,16.5,6.27,16.1,2.58,17.97,12.92,11.53,7.54,11.41,5.26,8.22,12.92
26,24.1,5.4,16.96,16.39,26.16,24.67,23.76,25.37,22.86,17.22,13.07,18.97,7.3,25.84,24.86,21.82,19.39,26.82,22.64,21.97,25.22,23.28,24.92,22.32,25.88,999.0,16.18,19.31,19.06,20.65,12.3,26.01,16.01,13.11,14.35,18.82,19.31,21.25,17.81,13.11
27,13.57,17.39,0.79,2.97,10.71,8.69,13.47,13.99,19.08,3.82,3.21,9.26,19.42,9.92,9.35,6.97,13.33,14.58,6.61,10.85,9.53,7.4,20.47,6.31,10.61,16.18,999.0,11.41,15.55,4.6,10.42,10.09,14.96,5.56,3.94,3.07,11.41,5.42,2.83,5.56
28,5.0,17.04,11.45,8.44,11.99,12.75,4.61,6.48,7.86,7.71,10.97,2.35,18.03,13.21,11.4,8.77,2.26,8.22,11.95,3.91,12.09,11.7,9.08,11.76,11.41,19.31,11.41,999.0,5.16,11.31,7.09,13.33,6.73,7.91,8.28,10.19,0.0,10.73,9.2,7.91
29,8.74,15.49,15.76,12.7,17.08,17.91,8.33,10.32,4.05,12.21,14.26,7.39,15.85,18.36,16.55,13.91,2.94,12.15,17.04,8.8,17.24,16.83,5.99,16.83,16.5,19.06,15.55,5.16,999.0,16.24,7.42,18.48,3.26,10.82,11.86,14.92,5.16,15.76,13.79,10.82
30,11.66,21.37,3.84,4.8,6.27,4.09,11.7,11.57,19.13,4.56,7.58,8.96,23.25,5.32,4.92,3.54,13.53,11.64,2.01,9.2,4.99,2.82,20.13,1.71,6.27,20.65,4.6,11.31,16.24,999.0,13.03,5.49,16.57,8.65,6.93,1.92,11.31,1.08,3.18,8.65
31,12.03,10.09,10.93,8.34,16.55,16.15,11.66,13.42,11.47,8.48,8.07,7.28,11.35,17.04,15.52,12.31,7.13,15.04,14.56,10.26,16.09,14.79,13.4,14.27,16.1,12.3,10.42,7.09,7.42,13.03,999.0,17.2,5.26,4.86,6.52,11.22,7.09,13.05,9.91,4.86
32,11.44,26.33,9.33,9.73,2.06,1.41,11.67,10.63,20.47,9.09,12.98,11.26,28.07,0.17,1.94,4.91,15.54,9.82,3.49,9.91,1.24,2.73,20.95,3.79,2.58,26.01,10.09,13.33,18.48,5.49,17.2,999.0,19.66,13.46,11.89,7.21,13.33,4.76,8.22,13.46
33,11.25,12.25,15.32,12.39,18.52,18.89,10.83,12.83,6.85,12.16,13.07,8.43,12.6,19.52,17.79,14.84,5.11,14.66,17.7,10.64,18.44,17.67,8.91,17.45,17.97,16.01,14.96,6.73,3.26,16.57,5.26,19.66,999.0,9.65,11.04,14.99,6.73,16.29,13.73,9.65
34,11.82,12.86,6.1,3.86,13.27,12.25,11.56,12.82,14.7,4.37,3.46,6.57,14.65,13.29,12.05,8.87,9.23,14.04,10.42,9.32,12.5,10.84,16.37,10.1,12.92,13.11,5.56,7.91,10.82,8.65,4.86,13.46,9.65,999.0,1.75,6.75,7.91,8.9,5.47,0.0
35,11.57,14.48,4.41,2.17,11.83,10.63,11.36,12.38,15.58,2.88,2.71,6.52,16.33,11.71,10.57,7.47,9.92,13.42,8.74,8.92,10.98,9.22,17.12,8.43,11.53,14.35,3.94,8.28,11.86,6.93,6.52,11.89,11.04,1.75,999.0,5.02,8.28,7.24,3.77,1.75
36,11.33,19.45,2.44,2.91,7.67,5.85,11.3,11.51,18.05,2.84,5.77,7.86,21.33,7.04,6.3,3.97,12.35,11.88,3.83,8.7,6.53,4.48,19.2,3.51,7.54,18.82,3.07,10.19,14.92,1.92,11.22,7.21,14.99,6.75,5.02,999.0,10.19,2.45,1.31,6.75
37,5.0,17.04,11.45,8.44,11.99,12.75,4.61,6.48,7.86,7.71,10.97,2.35,18.03,13.21,11.4,8.77,2.26,8.22,11.95,3.91,12.09,11.7,9.08,11.76,11.41,19.31,11.41,0.0,5.16,11.31,7.09,13.33,6.73,7.91,8.28,10.19,999.0,10.73,9.2,7.91
38,10.74,21.73,4.7,5.07,5.31,3.42,10.81,10.59,18.5,4.61,8.22,8.41,23.55,4.59,3.94,2.53,12.99,10.6,1.52,8.36,4.1,2.03,19.42,1.22,5.26,21.25,5.42,10.73,15.76,1.08,13.05,4.76,16.29,8.9,7.24,2.45,10.73,999.0,3.5,8.9
39,10.84,18.24,2.49,1.62,8.43,6.91,10.76,11.19,17.04,1.59,4.9,6.92,20.1,8.05,7.1,4.32,11.3,11.75,4.98,8.14,7.41,5.51,18.27,4.67,8.22,17.81,2.83,9.2,13.79,3.18,9.91,8.22,13.73,5.47,3.77,1.31,9.2,3.5,999.0,5.47
40,11.82,12.86,6.1,3.86,13.27,12.25,11.56,12.82,14.7,4.37,3.46,6.57,14.65,13.29,12.05,8.87,9.23,14.04,10.42,9.32,12.5,10.84,16.37,10.1,12.92,13.11,5.56,7.91,10.82,8.65,4.86,13.46,9.65,0.0,1.75,6.75,7.91,8.9,5.47,999.0
