,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
11,12.3,2.58,12.0,2.02,3.1,14.88,14.05,12.7,11.41,12.12,999.0,15.38,8.67,13.28,14.04,12.25,10.91,5.56,10.17,12.67,14.47,10.74,4.28,10.75,9.5,7.93,3.05,8.46,4.38,9.26,7.88,9.45,7.17,0.19,5.61,8.03,12.99,14.16,7.02,7.95
12,17.76,13.5,17.71,14.99,16.7,1.36,14.83,17.28,4.28,5.31,15.38,999.0,6.71,16.74,4.19,6.78,24.76,19.94,14.6,5.91,15.4,18.03,15.57,6.53,7.43,11.71,14.95,13.48,18.13,15.89,21.17,20.55,8.32,15.23,17.64,11.79,5.86,18.42,16.38,13.42
13,13.8,6.94,13.64,8.34,10.1,6.24,12.52,13.62,3.08,4.82,8.67,6.71,999.0,13.48,6.02,5.94,18.35,13.45,10.52,5.45,13.11,13.4,9.39,4.21,3.7,7.0,8.55,8.86,11.58,11.19,14.81,14.68,1.72,8.52,11.54,7.12,6.06,15.03,10.83,8.58
14,2.03,11.16,2.27,15.01,16.38,17.36,2.66,1.13,13.21,11.46,13.28,16.74,13.48,999.0,18.74,9.97,23.32,12.39,3.28,18.79,2.48,3.92,9.18,10.49,10.13,6.71,10.25,5.17,17.57,4.13,20.89,22.73,13.76,13.35,9.14,6.57,10.94,1.68,6.71,5.65
15,19.38,12.75,19.26,13.14,14.61,2.83,17.26,19.07,5.58,7.69,14.04,4.19,6.02,18.74,999.0,9.32,22.13,19.22,16.09,1.98,17.86,19.22,15.38,8.3,8.65,12.72,14.46,14.6,15.9,17.0,18.55,17.45,7.02,13.86,17.53,12.83,8.72,20.38,16.84,14.39
16,11.08,9.77,11.06,12.77,14.61,7.49,8.1,10.55,3.87,1.63,12.25,6.78,5.94,9.97,9.32,999.0,22.97,15.39,8.05,9.94,8.68,11.57,10.71,1.77,2.84,5.83,10.6,7.29,16.13,9.57,19.61,20.05,7.31,12.17,12.48,5.87,1.07,11.65,10.65,7.38
17,21.87,13.49,21.56,10.22,8.37,23.9,24.57,22.5,21.4,22.6,10.91,24.76,18.35,23.32,22.13,22.97,999.0,11.38,20.53,20.28,24.92,19.97,14.28,21.35,20.15,18.79,13.49,19.05,6.85,19.19,3.6,5.57,16.63,10.95,14.25,18.88,23.61,23.78,16.6,18.56
18,10.73,6.51,10.41,7.31,7.24,19.67,14.11,11.45,15.72,15.78,5.56,19.94,13.45,12.39,19.22,15.39,11.38,999.0,10.11,18.02,14.35,8.75,4.69,14.29,13.06,9.79,5.0,9.16,7.52,8.44,9.82,12.56,12.21,5.75,3.37,9.81,16.34,12.6,5.88,8.78
19,3.29,7.93,3.17,11.81,13.26,15.03,4.06,3.12,10.71,9.32,10.17,14.6,10.52,3.28,16.09,8.05,20.53,10.11,999.0,15.93,4.39,3.54,6.25,8.1,7.47,3.57,7.19,1.9,14.51,1.88,17.91,19.6,10.63,10.22,6.74,3.43,9.11,4.6,4.23,2.38
20,19.22,11.66,19.07,11.58,12.96,4.59,17.56,19.0,6.07,8.36,12.67,5.91,5.45,18.79,1.98,9.94,20.28,18.02,15.93,999.0,18.16,18.85,14.46,8.63,8.69,12.43,13.44,14.3,14.18,16.64,16.71,15.5,6.0,12.48,16.61,12.56,9.52,20.38,16.18,14.03
21,4.5,12.12,4.72,16.02,17.55,16.17,0.6,3.6,12.28,10.28,14.47,15.4,13.11,2.48,17.86,8.68,24.92,14.35,4.39,18.16,999.0,6.27,10.65,9.58,9.51,7.02,11.54,6.02,18.85,5.91,22.27,23.86,13.7,14.51,11.01,6.89,9.54,3.76,8.5,6.53
22,2.01,9.12,1.71,12.66,13.75,18.37,6.27,2.84,14.02,12.78,10.74,18.03,13.4,3.92,19.22,11.57,19.97,8.75,3.54,18.85,6.27,999.0,6.46,11.5,10.74,6.5,7.74,4.63,14.75,2.22,17.85,20.02,13.18,10.85,5.74,6.39,12.64,3.86,3.72,4.83
23,8.05,3.04,7.75,6.22,7.32,15.44,10.29,8.51,11.3,11.16,4.28,15.57,9.39,9.18,15.38,10.71,14.28,4.69,6.25,14.46,10.65,6.46,999.0,9.66,8.46,5.15,1.34,4.85,8.42,5.07,11.71,13.64,8.47,4.39,2.15,5.18,11.67,9.93,2.74,4.39
24,11.32,8.35,11.24,11.14,12.98,6.93,8.98,10.91,2.73,1.5,10.75,6.53,4.21,10.49,8.3,1.77,21.35,14.29,8.1,8.63,9.58,11.5,9.66,999.0,1.26,5.24,9.37,6.96,14.5,9.37,17.95,18.31,5.54,10.65,11.58,5.31,2.26,12.15,10.02,6.92
25,10.74,7.09,10.64,9.94,11.79,7.65,8.91,10.42,3.28,2.73,9.5,7.43,3.7,10.13,8.65,2.84,20.15,13.06,7.47,8.69,9.51,10.74,8.46,1.26,999.0,4.3,8.13,6.12,13.31,8.55,16.78,17.24,4.73,9.41,10.41,4.39,3.5,11.75,8.97,6.01
26,6.81,5.39,6.65,9.21,10.87,11.94,6.5,6.69,7.57,6.66,7.93,11.71,7.0,6.71,12.72,5.83,18.79,9.79,3.57,12.43,7.02,6.5,5.15,5.24,4.3,999.0,5.44,1.88,12.28,4.29,15.81,17.06,7.07,7.93,6.7,0.14,6.87,8.15,4.83,1.71
27,9.25,1.82,8.96,4.92,6.13,14.72,11.15,9.66,10.73,10.85,3.05,14.95,8.55,10.25,14.46,10.6,13.49,5.0,7.19,13.44,11.54,7.74,1.34,9.37,8.13,5.44,999.0,5.58,7.33,6.21,10.73,12.48,7.47,3.14,3.26,5.5,11.49,11.11,4.04,5.08
28,4.99,6.12,4.81,10.02,11.53,13.77,5.59,4.97,9.41,8.32,8.46,13.48,8.86,5.17,14.6,7.29,19.05,9.16,1.9,14.3,6.02,4.63,4.85,6.96,6.12,1.88,5.58,999.0,12.84,2.43,16.29,17.84,8.83,8.5,5.85,1.77,8.36,6.47,3.56,0.51
29,16.45,6.89,16.14,3.37,1.52,17.37,18.43,16.93,14.6,15.75,4.38,18.13,11.58,17.57,15.9,16.13,6.85,7.52,14.51,14.18,18.85,14.75,8.42,14.5,13.31,12.28,7.33,12.84,999.0,13.49,3.54,5.28,9.88,4.37,9.17,12.38,16.76,18.34,11.08,12.33
30,3.09,7.33,2.83,11.07,12.34,16.2,5.69,3.45,11.83,10.69,9.26,15.89,11.19,4.13,17.0,9.57,19.19,8.44,1.88,16.64,5.91,2.22,5.07,9.37,8.55,4.29,6.21,2.43,13.49,999.0,16.77,18.69,11.01,9.34,5.1,4.18,10.64,4.9,2.61,2.62
31,19.64,10.42,19.33,6.85,5.03,20.3,21.87,20.18,17.87,19.16,7.88,21.17,14.81,20.89,18.55,19.61,3.6,9.82,17.91,16.71,22.27,17.85,11.71,17.95,16.78,15.81,10.73,16.29,3.54,16.77,999.0,3.21,13.09,7.88,12.14,15.91,20.2,21.55,14.27,15.78
32,21.69,11.74,21.38,7.86,6.35,19.53,23.4,22.13,17.75,19.35,9.45,20.55,14.68,22.73,17.45,20.05,5.57,12.56,19.6,15.5,23.86,20.02,13.64,18.31,17.24,17.06,12.48,17.84,5.28,18.69,3.21,999.0,13.0,9.38,14.45,17.17,20.49,23.57,16.33,17.33
33,13.82,5.73,13.63,6.68,8.41,7.72,13.11,13.76,4.79,6.38,7.17,8.32,1.72,13.76,7.02,7.31,16.63,12.21,10.63,6.0,13.7,13.18,8.47,5.54,4.73,7.07,7.47,8.83,9.88,11.01,13.09,13.0,999.0,7.0,10.61,7.21,7.58,15.22,10.26,8.47
34,12.39,2.55,12.1,1.87,3.04,14.72,14.08,12.79,11.28,12.02,0.19,15.23,8.52,13.35,13.86,12.17,10.95,5.75,10.22,12.48,14.51,10.85,4.39,10.65,9.41,7.93,3.14,8.5,4.37,9.34,7.88,9.38,7.0,999.0,5.77,8.03,12.9,14.24,7.13,7.98
35,7.62,5.07,7.31,7.63,8.35,17.55,10.75,8.27,13.36,13.07,5.61,17.64,11.54,9.14,17.53,12.48,14.25,3.37,6.74,16.61,11.01,5.74,2.15,11.58,10.41,6.7,3.26,5.85,9.17,5.1,12.14,14.45,10.61,5.77,999.0,6.7,13.48,9.53,2.51,5.5
36,6.68,5.5,6.52,9.32,10.98,12.04,6.37,6.55,7.67,6.72,8.03,11.79,7.12,6.57,12.83,5.87,18.88,9.81,3.43,12.56,6.89,6.39,5.18,5.31,4.39,0.14,5.5,1.77,12.38,4.18,15.91,17.17,7.21,8.03,6.7,999.0,6.91,8.01,4.79,1.62
37,12.11,10.57,12.09,13.39,15.24,6.68,8.97,11.56,3.54,1.26,12.99,5.86,6.06,10.94,8.72,1.07,23.61,16.34,9.11,9.52,9.54,12.64,11.67,2.26,3.5,6.87,11.49,8.36,16.76,10.64,20.2,20.49,7.58,12.9,13.48,6.91,999.0,12.62,11.7,8.43
38,1.91,12.2,2.23,15.97,17.23,19.03,4.1,1.51,14.86,13.14,14.16,18.42,15.03,1.68,20.38,11.65,23.78,12.6,4.6,20.38,3.76,3.86,9.93,12.15,11.75,8.15,11.11,6.47,18.34,4.9,21.55,23.57,15.22,14.24,9.53,8.01,12.62,999.0,7.28,6.9
39,5.38,5.53,5.07,8.95,10.04,16.47,8.24,5.92,12.14,11.48,7.02,16.38,10.83,6.71,16.84,10.65,16.6,5.88,4.23,16.18,8.5,3.72,2.74,10.02,8.97,4.83,4.04,3.56,11.08,2.61,14.27,16.33,10.26,7.13,2.51,4.79,11.7,7.28,999.0,3.33
40,5.37,5.61,5.17,9.5,11.01,13.65,6.1,5.4,9.29,8.32,7.95,13.42,8.58,5.65,14.39,7.38,18.56,8.78,2.38,14.03,6.53,4.83,4.39,6.92,6.01,1.71,5.08,0.51,12.33,2.62,15.78,17.33,8.47,7.98,5.5,1.62,8.43,6.9,3.33,999.0
