,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
11,1.88,4.57,10.88,19.26,4.57,6.1,3.19,4.13,5.91,1.94,999.0,11.15,5.0,4.24,2.33,4.49,4.04,2.05,11.35,1.83,16.12,4.39,5.49,1.6,6.54,14.69,19.3,5.65,9.87,20.68,9.38,1.62,9.17,16.41,4.26,14.17,15.45,9.5,15.15,20.11
12,9.37,12.61,7.58,15.89,7.65,13.7,14.32,8.91,8.82,11.67,11.15,999.0,8.47,9.31,11.0,7.07,11.47,13.18,1.72,11.73,8.32,7.21,5.77,12.61,4.7,5.52,14.63,6.12,9.11,28.93,6.38,12.01,8.43,7.72,13.18,9.27,6.17,6.78,5.9,15.63
13,4.5,4.2,11.67,14.36,1.26,10.65,7.75,6.69,1.07,4.2,5.0,8.47,999.0,1.0,3.35,5.15,8.21,6.46,9.39,4.33,15.57,5.18,3.41,6.52,5.24,10.48,14.31,2.51,11.58,20.61,4.57,4.78,10.73,15.44,4.91,9.2,14.11,10.2,10.92,15.13
14,4.06,3.3,11.96,15.03,1.73,10.1,6.83,6.49,1.68,3.24,4.24,9.31,1.0,999.0,2.39,5.22,7.73,5.54,10.13,3.37,16.14,5.23,3.95,5.69,5.75,11.48,15.09,3.22,11.7,19.95,5.55,3.84,10.86,16.08,3.95,10.09,14.81,10.49,11.92,15.88
15,3.2,2.45,12.24,17.18,3.5,8.43,4.46,5.87,4.02,0.85,2.33,11.0,3.35,2.39,999.0,5.41,6.32,3.18,11.56,0.98,17.03,5.35,5.27,3.5,6.81,13.73,17.36,4.96,11.55,19.19,7.93,1.46,10.77,17.15,2.49,12.46,16.02,10.78,14.18,18.12
16,2.61,7.74,6.87,18.62,3.92,7.02,7.48,2.13,6.18,5.72,4.49,7.07,5.15,5.22,5.41,999.0,4.59,6.5,7.0,5.71,11.71,0.14,2.59,5.74,2.41,11.53,18.14,3.56,6.48,24.59,7.69,5.8,5.64,11.94,7.9,12.57,10.96,5.4,11.98,19.06
17,3.71,8.61,8.46,22.5,7.31,2.52,5.08,2.57,9.26,5.98,4.04,11.47,8.21,7.73,6.32,4.59,999.0,4.89,11.07,5.86,14.23,4.45,6.96,3.82,6.95,16.11,22.26,7.69,6.87,24.18,11.89,5.56,6.39,14.83,8.24,16.82,14.22,7.37,16.57,23.14
18,3.91,4.53,12.64,20.31,6.31,6.27,1.29,5.83,7.2,2.37,2.05,13.18,6.46,5.54,3.18,6.5,4.89,999.0,13.4,2.22,18.03,6.39,7.49,1.08,8.58,16.57,20.54,7.55,11.42,19.29,11.0,1.73,10.79,18.37,3.84,15.63,17.45,11.31,17.02,21.29
19,9.5,13.39,6.06,17.6,8.41,13.11,14.45,8.55,9.9,12.14,11.35,1.72,9.39,10.13,11.56,7.0,11.07,13.4,999.0,12.18,6.71,7.12,6.31,12.72,4.83,7.03,16.33,6.91,7.77,29.99,7.91,12.4,7.18,6.24,13.88,10.99,4.79,5.46,7.37,17.33
20,3.25,2.76,12.42,18.1,4.38,7.8,3.48,5.81,5.0,0.16,1.83,11.73,4.33,3.37,0.98,5.71,5.86,2.22,12.18,999.0,17.42,5.64,5.96,2.65,7.37,14.65,18.32,5.78,11.56,19.02,8.9,0.49,10.82,17.6,2.44,13.44,16.53,10.99,15.1,19.08
21,14.28,19.2,5.86,23.87,14.43,15.4,18.79,12.28,16.25,17.42,16.12,8.32,15.57,16.14,17.03,11.71,14.23,18.03,6.71,17.42,999.0,11.79,12.2,17.11,10.4,12.56,22.36,13.06,7.91,36.07,14.62,17.51,8.03,1.36,19.5,17.36,2.67,6.87,12.75,23.35
22,2.51,7.7,6.91,18.71,3.96,6.89,7.36,2.0,6.22,5.65,4.39,7.21,5.18,5.23,5.35,0.14,4.45,6.39,7.12,5.64,11.79,999.0,2.7,5.62,2.55,11.66,18.25,3.65,6.47,24.54,7.8,5.71,5.63,12.04,7.84,12.68,11.07,5.44,12.12,19.16
23,3.89,7.11,8.34,16.05,2.23,9.47,8.68,4.68,4.25,5.91,5.49,5.77,3.41,3.95,5.27,2.59,6.96,7.49,6.31,5.96,12.2,2.7,999.0,7.04,1.83,9.35,15.55,1.1,8.5,23.89,5.1,6.24,7.63,12.14,7.57,9.98,10.89,6.89,9.81,16.47
24,3.24,5.28,11.64,20.66,6.17,5.31,1.74,4.85,7.38,2.81,1.6,12.61,6.52,5.69,3.5,5.74,3.82,1.08,12.72,2.65,17.11,5.62,7.04,999.0,7.95,16.29,20.78,7.25,10.37,20.37,10.96,2.21,9.76,17.5,4.7,15.72,16.63,10.34,16.75,21.57
25,4.71,8.83,6.59,17.15,4.05,9.32,9.67,4.41,6.06,7.34,6.54,4.7,5.24,5.75,6.81,2.41,6.95,8.58,4.83,7.37,10.4,2.55,1.83,7.95,999.0,9.2,16.45,2.84,6.98,25.67,6.18,7.58,6.11,10.39,9.21,10.81,9.21,5.17,9.65,17.4
26,13.24,14.51,13.07,11.49,10.28,18.52,17.83,13.6,10.25,14.55,14.69,5.52,10.48,11.48,13.73,11.53,16.11,16.57,7.03,14.65,12.56,11.66,9.35,16.29,9.2,999.0,9.83,9.04,14.63,29.04,6.22,15.05,13.93,11.54,15.32,5.48,9.94,12.3,0.46,10.81
27,18.64,16.65,22.02,2.23,15.0,24.77,21.79,20.2,13.4,18.17,19.3,14.63,14.31,15.09,17.36,18.14,22.26,20.54,16.33,18.32,22.36,18.25,15.55,20.78,16.45,9.83,999.0,14.64,23.13,25.54,10.45,18.8,22.32,21.38,17.59,5.64,19.77,20.94,9.7,1.0
28,4.31,6.51,9.41,15.06,1.53,10.21,8.8,5.57,3.23,5.69,5.65,6.12,2.51,3.22,4.96,3.56,7.69,7.55,6.91,5.78,13.06,3.65,1.1,7.25,2.84,9.04,14.64,999.0,9.6,23.12,4.21,6.12,8.73,12.92,7.07,9.13,11.61,7.96,9.5,15.54
29,8.36,13.98,2.18,24.01,10.34,7.58,11.87,5.75,12.58,11.62,9.87,9.11,11.58,11.7,11.55,6.48,6.87,11.42,7.77,11.56,7.91,6.47,8.5,10.37,6.98,14.63,23.13,9.6,999.0,30.55,13.11,11.47,0.87,8.81,13.96,17.51,8.73,2.33,15.01,24.11
30,22.26,16.9,31.42,23.7,21.68,25.08,19.23,24.8,20.12,18.97,20.68,28.93,20.61,19.95,19.19,24.59,24.18,19.29,29.99,19.02,36.07,24.54,23.89,20.37,25.67,29.04,25.54,23.12,30.55,999.0,23.2,19.08,29.83,36.03,16.7,24.54,34.73,29.97,29.35,25.57
31,8.38,8.36,12.41,11.0,4.82,14.41,12.3,9.75,4.11,8.77,9.38,6.38,4.57,5.55,7.93,7.69,11.89,11.0,7.91,8.9,14.62,7.8,5.1,10.96,6.18,6.22,10.45,4.21,13.11,23.2,999.0,9.35,12.26,14.1,9.2,4.93,12.55,11.12,6.62,11.37
32,3.25,3.11,12.41,18.59,4.77,7.42,3.0,5.72,5.48,0.64,1.62,12.01,4.78,3.84,1.46,5.8,5.56,1.73,12.4,0.49,17.51,5.71,6.24,2.21,7.58,15.05,18.8,6.12,11.47,19.08,9.35,999.0,10.75,17.73,2.68,13.92,16.69,11.0,15.5,19.56
33,7.6,13.2,2.17,23.17,9.48,7.37,11.3,5.04,11.72,10.88,9.17,8.43,10.73,10.86,10.77,5.64,6.39,10.79,7.18,10.82,8.03,5.63,7.63,9.76,6.11,13.93,22.32,8.73,0.87,29.83,12.26,10.75,999.0,8.83,13.2,16.7,8.59,1.75,14.33,23.3
34,14.54,19.22,6.68,22.95,14.35,16.17,19.21,12.73,16.04,17.6,16.41,7.72,15.44,16.08,17.15,11.94,14.83,18.37,6.24,17.6,1.36,12.04,12.14,17.5,10.39,11.54,21.38,12.92,8.81,36.03,14.1,17.73,8.83,999.0,19.59,16.52,1.63,7.48,11.71,22.36
35,5.6,0.94,14.72,17.09,5.54,10.01,4.76,8.23,5.09,2.36,4.26,13.18,4.91,3.95,2.49,7.9,8.24,3.84,13.88,2.44,19.5,7.84,7.57,4.7,9.21,15.32,17.59,7.07,13.96,16.7,9.2,2.68,13.2,19.59,999.0,13.21,18.42,13.27,15.75,18.26
36,13.28,12.29,16.47,6.63,9.68,19.34,16.92,14.66,8.44,13.3,14.17,9.27,9.2,10.09,12.46,12.57,16.82,15.63,10.99,13.44,17.36,12.68,9.98,15.72,10.81,5.48,5.64,9.13,17.51,24.54,4.93,13.92,16.7,16.52,13.21,999.0,14.9,15.34,5.58,6.61
37,13.57,18.0,6.55,21.33,13.08,15.77,18.36,11.98,14.67,16.52,15.45,6.17,14.11,14.81,16.02,10.96,14.22,17.45,4.79,16.53,2.67,11.07,10.89,16.63,9.21,9.94,19.77,11.61,8.73,34.73,12.55,16.69,8.59,1.63,18.42,14.9,999.0,7.05,10.12,20.75
38,7.75,13.14,1.48,21.9,8.95,8.74,11.99,5.49,11.12,11.02,9.5,6.78,10.2,10.49,10.78,5.4,7.37,11.31,5.46,10.99,6.87,5.44,6.89,10.34,5.17,12.3,20.94,7.96,2.33,29.97,11.12,11.0,1.75,7.48,13.27,15.34,7.05,999.0,12.68,21.92
39,13.7,14.93,13.43,11.42,10.74,18.97,18.28,14.06,10.67,14.99,15.15,5.9,10.92,11.92,14.18,11.98,16.57,17.02,7.37,15.1,12.75,12.12,9.81,16.75,9.65,0.46,9.7,9.5,15.01,29.35,6.62,15.5,14.33,11.71,15.75,5.58,10.12,12.68,999.0,10.67
40,19.49,17.33,23.01,1.89,15.85,25.64,22.53,21.11,14.2,18.92,20.11,15.63,15.13,15.88,18.12,19.06,23.14,21.29,17.33,19.08,23.35,19.16,16.47,21.57,17.4,10.81,1.0,15.54,24.11,25.57,11.37,19.56,23.3,22.36,18.26,6.61,20.75,21.92,10.67,999.0
