,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
11,22.07,7.58,7.02,2.42,14.17,9.11,14.01,11.5,7.54,10.77,999.0,15.23,19.76,6.97,2.39,5.22,2.06,3.92,7.78,10.19,14.79,5.55,1.57,6.81,5.51,11.72,3.55,13.88,14.63,9.78,7.82,2.66,9.31,3.55,11.96,8.76,10.19,37.43,10.8,6.11
12,6.85,13.55,15.75,13.93,8.62,12.62,4.59,18.34,12.71,12.54,15.23,999.0,5.62,18.13,15.04,11.58,16.5,11.8,13.67,14.93,9.37,9.7,16.25,16.03,9.94,9.17,14.6,1.9,8.06,11.7,17.58,12.94,7.59,18.61,6.12,17.75,14.93,28.3,12.39,14.59
13,5.1,19.07,18.58,18.85,13.93,14.78,9.99,23.95,18.24,18.16,19.76,5.62,999.0,21.19,19.07,15.3,20.69,16.75,16.24,20.54,14.6,14.48,20.97,18.93,14.9,14.75,18.37,7.52,13.28,17.32,23.04,17.76,10.82,23.27,11.73,20.23,20.54,23.22,18.01,19.99
14,24.76,14.44,2.67,9.24,19.84,6.73,18.54,18.42,14.28,17.42,6.97,18.13,21.19,999.0,4.84,6.71,5.11,9.88,5.05,17.11,20.59,10.13,8.04,2.28,10.62,17.64,4.28,17.38,20.13,16.3,14.63,8.93,10.63,8.18,16.96,2.4,17.11,34.47,17.42,13.07
15,21.88,9.62,4.63,4.44,15.33,7.02,14.55,13.84,9.44,12.59,2.39,15.04,19.07,4.84,999.0,3.83,1.7,5.12,5.54,12.31,16.03,5.87,3.84,4.42,6.16,13.01,1.22,13.93,15.7,11.49,10.21,4.11,8.3,5.15,12.72,6.42,12.31,35.57,12.6,8.32
16,18.35,9.98,4.79,5.82,13.5,4.43,11.86,15.03,9.5,12.18,5.22,11.58,15.3,6.71,3.83,999.0,5.51,4.91,3.79,12.72,14.31,3.92,6.76,4.92,4.65,11.54,3.08,10.71,13.69,10.95,11.96,4.79,4.48,8.66,10.41,7.02,12.72,32.23,12.14,9.32
17,23.35,9.63,5.72,4.48,16.12,8.59,15.69,13.32,9.6,12.84,2.06,16.5,20.69,5.11,1.7,5.51,999.0,5.8,7.03,12.2,16.76,7.05,2.93,5.42,7.18,13.7,2.8,15.3,16.54,11.83,9.52,4.59,9.95,3.6,13.74,7.14,12.2,37.19,12.87,8.11
18,18.54,5.08,8.94,2.14,10.32,9.33,10.13,10.16,4.66,7.61,3.92,11.8,16.75,9.88,5.12,4.91,5.8,999.0,8.62,7.83,10.98,2.34,4.55,8.9,1.86,7.93,5.65,10.28,10.75,6.45,7.38,1.27,7.3,6.91,8.05,11.07,7.83,36.15,7.6,4.5
19,20.06,13.7,2.38,9.14,17.02,1.74,14.91,18.6,13.26,15.98,7.78,13.67,16.24,5.05,5.54,3.79,7.03,8.62,999.0,16.45,17.85,7.67,9.32,2.77,8.43,15.2,4.32,13.23,17.13,14.74,15.3,8.27,6.09,10.63,13.76,4.09,16.45,30.25,15.94,12.89
20,20.4,2.76,16.63,7.88,8.22,17.09,11.01,3.42,3.24,2.65,10.19,14.93,20.54,17.11,12.31,12.72,12.2,7.83,16.45,999.0,8.24,9.25,9.49,16.53,8.41,6.16,13.16,13.03,9.01,3.23,4.55,8.36,14.0,10.88,8.9,18.66,0.0,42.28,2.81,4.1
21,13.04,8.68,19.07,12.51,0.88,17.67,4.8,11.33,8.13,5.65,14.79,9.37,14.6,20.59,16.03,14.31,16.76,10.98,17.85,8.24,999.0,10.5,14.93,19.16,9.97,3.08,16.32,7.73,1.32,5.79,12.47,12.17,12.85,17.02,4.34,21.31,8.24,37.65,5.51,10.48
22,16.52,6.64,8.6,4.38,9.73,7.98,8.69,11.97,6.01,8.37,5.55,9.7,14.48,10.13,5.87,3.92,7.05,2.34,7.67,9.25,10.5,999.0,6.56,8.67,0.84,7.65,5.91,8.33,10.0,7.12,9.55,3.29,5.07,8.91,6.88,10.83,9.25,33.93,8.32,6.54
23,23.04,7.08,8.42,2.51,14.38,10.67,14.64,10.41,7.21,10.45,1.57,16.25,20.97,8.04,3.84,6.76,2.93,4.55,9.32,9.49,14.93,6.56,999.0,8.17,6.34,11.86,5.04,14.8,14.91,9.58,6.59,3.33,10.72,2.36,12.49,10.02,9.49,38.98,10.5,5.4
24,22.59,13.79,0.42,8.75,18.37,4.47,16.75,18.24,13.5,16.5,6.81,16.03,18.93,2.28,4.42,4.92,5.42,8.9,2.77,16.53,19.16,8.67,8.17,999.0,9.28,16.31,3.39,15.39,18.59,15.32,14.62,8.17,8.47,8.94,15.32,2.19,16.53,32.59,16.49,12.65
25,16.7,5.81,9.24,4.0,9.23,8.8,8.52,11.15,5.17,7.57,5.51,9.94,14.9,10.62,6.16,4.65,7.18,1.86,8.43,8.41,9.97,0.84,6.34,9.28,999.0,7.04,6.36,8.45,9.55,6.32,8.81,3.02,5.84,8.71,6.57,11.46,8.41,34.67,7.52,5.77
26,14.25,5.89,16.25,9.43,2.55,15.2,4.92,9.53,5.24,3.54,11.72,9.17,14.75,17.64,13.01,11.54,13.7,7.93,15.2,6.16,3.08,7.65,11.86,16.31,7.04,999.0,13.36,7.29,3.2,3.14,9.91,9.11,10.72,13.98,3.07,18.48,6.16,37.25,3.39,7.6
27,21.4,10.43,3.54,5.36,15.59,5.82,14.48,14.86,10.17,13.24,3.55,14.6,18.37,4.28,1.22,3.08,2.8,5.65,4.32,13.16,16.32,5.91,5.04,3.39,6.36,13.36,999.0,13.62,15.89,12.1,11.31,4.82,7.55,6.34,12.79,5.5,13.16,34.4,13.24,9.26
28,8.27,11.7,15.15,12.41,6.93,12.4,2.95,16.45,10.86,10.64,13.88,1.9,7.52,17.38,13.93,10.71,15.3,10.28,13.23,13.03,7.73,8.33,14.8,15.39,8.45,7.29,13.62,999.0,6.45,9.8,15.76,11.47,7.19,17.16,4.23,17.25,13.03,30.07,10.5,12.8
29,11.84,9.07,18.48,12.43,0.8,16.85,3.5,12.23,8.44,6.36,14.63,8.06,13.28,20.13,15.7,13.69,16.54,10.75,17.13,9.01,1.32,10.0,14.91,18.59,9.55,3.2,15.89,6.45,999.0,6.25,13.04,11.98,11.9,17.09,3.4,20.71,9.01,36.33,6.21,10.8
30,17.25,2.88,15.34,7.37,5.53,15.1,7.84,6.65,2.42,1.26,9.78,11.7,17.32,16.3,11.49,10.95,11.83,6.45,14.74,3.23,5.79,7.12,9.58,15.32,6.32,3.14,12.1,9.8,6.25,999.0,6.79,7.39,11.39,11.48,5.69,17.51,3.23,39.23,1.2,4.71
31,23.71,4.14,14.83,6.18,12.29,16.35,14.35,3.93,4.94,6.85,7.82,17.58,23.04,14.63,10.21,11.96,9.52,7.38,15.3,4.55,12.47,9.55,6.59,14.62,8.81,9.91,11.31,15.76,13.04,6.79,999.0,7.17,14.62,7.18,12.07,16.57,4.55,43.47,6.98,3.09
32,19.72,5.62,8.27,1.16,11.54,9.2,11.4,10.33,5.36,8.49,2.66,12.94,17.76,8.93,4.11,4.79,4.59,1.27,8.27,8.36,12.17,3.29,3.33,8.17,3.02,9.11,4.82,11.47,11.98,7.39,7.17,999.0,7.9,5.69,9.32,10.32,8.36,36.64,8.49,4.62
33,14.13,11.56,8.18,9.07,11.97,5.22,9.18,16.94,10.85,12.62,9.31,7.59,10.82,10.63,8.3,4.48,9.95,7.3,6.09,14.0,12.85,5.07,10.72,8.47,5.84,10.72,7.55,7.19,11.9,11.39,14.62,7.9,999.0,12.86,8.52,10.16,14.0,28.86,12.53,11.61
34,25.4,8.78,9.27,4.83,16.53,12.16,16.97,11.11,9.07,12.22,3.55,18.61,23.27,8.18,5.15,8.66,3.6,6.91,10.63,10.88,17.02,8.91,2.36,8.94,8.71,13.98,6.34,17.16,17.09,11.48,7.18,5.69,12.86,999.0,14.79,10.44,10.88,40.71,12.29,6.95
35,11.66,7.93,15.19,9.98,3.46,13.45,2.3,12.32,7.13,6.44,11.96,6.12,11.73,16.96,12.72,10.41,13.74,8.05,13.76,8.9,4.34,6.88,12.49,15.32,6.57,3.07,12.79,4.23,3.4,5.69,12.07,9.32,8.52,14.79,999.0,17.42,8.9,34.19,6.29,9.32
36,24.14,15.93,2.24,10.83,20.51,5.45,18.76,20.26,15.66,18.68,8.76,17.75,20.23,2.4,6.42,7.02,7.14,11.07,4.09,18.66,21.31,10.83,10.02,2.19,11.46,18.48,5.5,17.25,20.71,17.51,16.57,10.32,10.16,10.44,17.42,999.0,18.66,32.25,18.67,14.73
37,20.4,2.76,16.63,7.88,8.22,17.09,11.01,3.42,3.24,2.65,10.19,14.93,20.54,17.11,12.31,12.72,12.2,7.83,16.45,0.0,8.24,9.25,9.49,16.53,8.41,6.16,13.16,13.03,9.01,3.23,4.55,8.36,14.0,10.88,8.9,18.66,999.0,42.28,2.81,4.1
38,26.7,40.17,32.17,37.79,36.92,28.61,32.89,45.5,39.38,40.3,37.43,28.3,23.22,34.47,35.57,32.23,37.19,36.15,30.25,42.28,37.65,33.93,38.98,32.59,34.67,37.25,34.4,30.07,36.33,39.23,43.47,36.64,28.86,40.71,34.19,32.25,42.28,999.0,40.17,40.44
39,17.64,3.52,16.52,8.39,5.43,16.3,8.29,6.15,3.29,0.16,10.8,12.39,18.01,17.42,12.6,12.14,12.87,7.6,15.94,2.81,5.51,8.32,10.5,16.49,7.52,3.39,13.24,10.5,6.21,1.2,6.98,8.49,12.53,12.29,6.29,18.67,2.81,40.17,999.0,5.38
40,20.87,1.86,12.79,3.9,10.13,13.76,11.62,5.72,2.37,5.3,6.11,14.59,19.99,13.07,8.32,9.32,8.11,4.5,12.89,4.1,10.48,6.54,5.4,12.65,5.77,7.6,9.26,12.8,10.8,4.71,3.09,4.62,11.61,6.95,9.32,14.73,4.1,40.44,5.38,999.0
