,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
13,17.23,8.72,14.11,3.37,7.7,5.19,7.79,6.24,6.54,16.92,3.35,17.41,999.0,5.48,5.9,10.4,7.98,7.82,20.21,19.41,4.98,7.05,9.47,18.9,7.19,3.82,7.7,12.9,4.2,17.46,8.29,4.53,8.35,16.17,6.69,4.27,1.28,6.22,11.16,19.08
14,16.92,12.68,10.63,3.97,5.43,8.97,11.72,1.61,1.52,22.2,4.64,16.69,5.48,999.0,1.94,8.14,10.88,10.79,18.43,18.24,6.14,6.11,9.1,23.26,3.46,7.51,5.43,10.36,6.55,16.72,11.14,1.36,2.9,20.75,11.1,7.43,6.03,3.99,14.97,23.07
15,18.86,13.94,12.32,5.43,7.37,10.19,12.97,3.48,1.15,22.82,6.08,18.63,5.9,1.94,999.0,10.06,12.38,12.27,20.32,20.17,7.78,8.01,11.02,24.44,5.34,8.69,7.37,12.22,7.99,18.66,12.65,1.54,3.13,21.83,12.18,8.74,6.78,5.92,16.3,24.38
16,9.2,11.6,4.24,7.04,2.86,9.32,10.91,6.59,9.25,22.88,7.08,8.75,10.4,8.14,10.06,999.0,8.81,8.87,10.32,10.12,6.01,3.46,3.29,21.1,4.73,8.81,2.86,2.5,7.25,8.77,8.87,9.2,8.74,19.33,11.4,8.16,9.79,4.49,12.94,20.15
17,10.93,2.81,12.97,6.95,8.03,2.94,2.3,10.34,12.39,14.12,6.3,11.57,7.98,10.88,12.38,8.81,999.0,0.19,15.35,13.86,4.8,6.37,5.73,12.81,9.64,4.16,8.03,10.65,4.39,11.63,0.31,10.85,13.35,10.7,3.43,3.8,6.7,7.98,4.37,12.31
18,11.12,2.73,13.05,6.85,8.03,2.76,2.17,10.27,12.3,14.03,6.19,11.74,7.82,10.79,12.27,8.87,0.19,999.0,15.52,14.04,4.74,6.37,5.83,12.83,9.61,4.0,8.03,10.75,4.28,11.81,0.49,10.74,13.28,10.69,3.25,3.66,6.54,7.95,4.38,12.37
19,5.45,17.8,8.93,17.02,13.15,17.42,17.6,16.85,19.44,28.3,16.88,4.27,20.21,18.43,20.32,10.32,15.35,15.52,999.0,2.26,15.3,13.24,10.83,23.69,14.98,17.61,13.15,8.13,16.35,4.2,15.2,19.52,18.59,23.13,18.76,16.9,19.35,14.76,17.75,21.94
20,3.34,16.16,9.69,16.37,12.83,16.15,16.04,16.7,19.38,26.37,16.15,2.33,19.41,18.24,20.17,10.12,13.86,14.04,2.26,999.0,14.43,12.64,9.94,21.53,14.86,16.51,12.83,8.3,15.38,2.26,13.68,19.22,18.74,21.07,17.29,15.81,18.45,14.39,15.9,19.74
21,12.28,7.0,10.14,2.43,3.96,3.71,6.08,5.54,7.66,17.7,1.92,12.43,4.98,6.14,7.78,6.01,4.8,4.74,15.3,14.43,999.0,2.58,4.5,17.5,5.0,2.85,3.96,8.44,1.26,12.48,5.04,6.31,8.55,15.19,6.0,2.26,4.05,3.35,9.07,17.11
22,10.93,8.97,7.56,3.78,1.66,6.13,8.14,4.91,7.52,20.01,3.7,10.85,7.05,6.11,8.01,3.46,6.37,6.37,13.24,12.64,2.58,999.0,3.0,19.14,3.57,5.42,1.66,5.93,3.84,10.88,6.52,6.8,7.79,17.05,8.35,4.81,6.36,2.17,10.72,18.5
23,7.98,8.55,7.27,6.5,4.02,6.88,7.96,7.83,10.49,19.85,6.22,7.99,9.47,9.1,11.02,3.29,5.73,5.83,10.83,9.94,4.5,3.0,999.0,17.81,6.28,6.83,4.02,4.92,5.51,8.04,5.74,9.8,10.58,16.08,8.69,6.12,8.53,5.13,9.7,16.87
24,18.24,10.58,24.88,19.3,20.8,14.29,11.55,22.98,24.71,7.82,18.63,19.46,18.9,23.26,24.44,21.1,12.81,12.83,23.69,21.53,17.5,19.14,17.81,999.0,22.43,15.77,20.8,22.34,16.77,19.52,12.63,22.9,25.95,2.94,12.27,15.83,17.78,20.77,8.45,2.22
25,13.74,11.99,7.32,4.13,2.27,8.63,11.09,1.86,4.52,22.57,4.6,13.41,7.19,3.46,5.34,4.73,9.64,9.61,14.98,14.86,5.0,3.57,6.28,22.43,999.0,7.45,2.27,6.9,6.0,13.44,9.83,4.64,4.3,20.19,10.93,7.06,7.13,1.66,13.99,21.92
26,14.01,5.24,12.98,3.63,6.77,1.51,4.27,7.46,8.94,15.12,2.99,14.36,3.82,7.51,8.69,8.81,4.16,4.0,17.61,16.51,2.85,5.42,6.83,15.77,7.45,999.0,6.77,11.19,1.6,14.41,4.47,7.15,10.29,13.24,3.61,0.71,2.54,5.9,7.63,15.7
27,11.53,10.61,6.45,4.33,0.0,7.64,9.77,3.97,6.68,21.6,4.49,11.26,7.7,5.43,7.37,2.86,8.03,8.03,13.15,12.83,3.96,1.66,4.02,20.8,2.27,6.77,999.0,5.31,5.18,11.29,8.18,6.39,6.57,18.71,9.9,6.22,7.25,1.62,12.38,20.13
28,8.13,13.46,2.57,9.54,5.31,11.57,12.87,8.75,11.32,24.76,9.58,7.38,12.9,10.36,12.22,2.5,10.65,10.75,8.13,8.3,8.44,5.93,4.92,22.34,6.9,11.19,5.31,999.0,9.66,7.38,10.65,11.5,10.49,20.81,13.53,10.52,12.29,6.92,14.5,21.18
29,13.06,6.19,11.4,2.59,5.18,2.64,5.24,6.23,8.05,16.59,1.92,13.31,4.2,6.55,7.99,7.25,4.39,4.28,16.35,15.38,1.26,3.84,5.51,16.77,6.0,1.6,5.18,9.66,999.0,13.36,4.67,6.46,9.18,14.36,4.93,1.07,3.1,4.39,8.42,16.52
30,1.34,13.89,9.27,14.54,11.29,13.98,13.79,15.24,17.95,24.15,14.26,0.07,17.46,16.72,18.66,8.77,11.63,11.81,4.2,2.26,12.48,10.88,8.04,19.52,13.44,14.41,11.29,7.38,13.36,999.0,11.43,17.61,17.51,18.93,15.06,13.73,16.44,12.78,13.65,17.81
31,10.72,2.82,13.0,7.23,8.18,3.24,2.41,10.57,12.65,14.11,6.57,11.37,8.29,11.14,12.65,8.87,0.31,0.49,15.2,13.68,5.04,6.52,5.74,12.63,9.83,4.47,8.18,10.65,4.67,11.43,999.0,11.13,13.59,10.57,3.63,4.1,7.01,8.19,4.21,12.1
32,17.72,12.39,11.91,3.92,6.39,8.65,11.42,2.88,2.01,21.43,4.56,17.57,4.53,1.36,1.54,9.2,10.85,10.74,19.52,19.22,6.31,6.8,9.8,22.9,4.64,7.15,6.39,11.5,6.46,17.61,11.13,999.0,3.92,20.31,10.65,7.2,5.3,4.83,14.75,22.84
33,17.91,15.37,10.05,6.67,6.57,11.71,14.41,3.02,2.03,25.1,7.33,17.49,8.35,2.9,3.13,8.74,13.35,13.28,18.59,18.74,8.55,7.79,10.58,25.95,4.3,10.29,6.57,10.49,9.18,17.51,13.59,3.92,999.0,23.5,13.9,10.13,8.93,5.65,17.57,25.64
34,17.73,8.2,23.3,16.83,18.71,11.79,9.13,20.59,22.16,6.03,16.17,18.87,16.17,20.75,21.83,19.33,10.7,10.69,23.13,21.07,15.19,17.05,16.08,2.94,20.19,13.24,18.71,20.81,14.36,18.93,10.57,20.31,23.5,999.0,9.66,13.37,15.1,18.52,6.39,4.28
35,14.35,2.2,15.65,7.24,9.9,2.3,1.53,11.06,12.5,11.7,6.6,15.0,6.69,11.1,12.18,11.4,3.43,3.25,18.76,17.29,6.0,8.35,8.69,12.27,10.93,3.61,9.9,13.53,4.93,15.06,3.63,10.65,13.9,9.66,999.0,3.87,5.52,9.31,4.59,12.39
36,13.34,5.25,12.35,3.47,6.22,1.59,4.29,7.23,8.9,15.52,2.8,13.68,4.27,7.43,8.74,8.16,3.8,3.66,16.9,15.81,2.26,4.81,6.12,15.83,7.06,0.71,6.22,10.52,1.07,13.73,4.1,7.2,10.13,13.37,3.87,999.0,3.02,5.46,7.56,15.66
37,16.16,7.49,13.7,3.03,7.25,3.91,6.55,6.5,7.27,16.18,2.75,16.4,1.28,6.03,6.78,9.79,6.7,6.54,19.35,18.45,4.05,6.36,8.53,17.78,7.13,2.54,7.25,12.29,3.1,16.44,7.01,5.3,8.93,15.1,5.52,3.02,999.0,5.91,9.93,17.89
38,12.93,10.33,7.9,2.9,1.62,7.01,9.43,2.73,5.37,20.98,3.22,12.74,6.22,3.99,5.92,4.49,7.98,7.95,14.76,14.39,3.35,2.17,5.13,20.77,1.66,5.9,1.62,6.92,4.39,12.78,8.19,4.83,5.65,18.52,9.31,5.46,5.91,999.0,12.33,20.28
39,12.62,2.45,16.95,11.0,12.38,6.12,3.38,14.59,16.45,10.61,10.32,13.58,11.16,14.97,16.3,12.94,4.37,4.38,17.75,15.9,9.07,10.72,9.7,8.45,13.99,7.63,12.38,14.5,8.42,13.65,4.21,14.75,17.57,6.39,4.59,7.56,9.93,12.33,999.0,8.1
40,16.5,10.46,23.75,19.1,20.13,14.19,11.42,22.64,24.55,9.87,18.42,17.75,19.08,23.07,24.38,20.15,12.31,12.37,21.94,19.74,17.11,18.5,16.87,2.22,21.92,15.7,20.13,21.18,16.52,17.81,12.1,22.84,25.64,4.28,12.39,15.66,17.89,20.28,8.1,999.0
