,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
11,9.48,3.19,13.94,15.81,13.13,16.62,3.27,17.78,3.94,1.83,999.0,25.1,2.02,45.22,13.09,9.39,6.62,25.34,1.9,12.42,14.75,19.18,11.6,4.98,15.26,8.2,10.56,17.12,14.94,7.73,10.9,7.32,7.73,4.77,8.25,18.8,0.78,3.19,17.01,14.35
12,16.11,21.92,11.3,9.3,12.17,18.32,22.38,12.07,25.46,23.77,25.1,999.0,23.13,22.82,16.01,18.52,19.36,0.63,26.2,13.69,17.21,16.68,23.34,24.39,9.85,17.79,14.55,19.7,15.52,19.34,25.11,18.36,19.34,20.54,18.03,17.89,25.21,21.92,16.64,18.2
13,7.47,1.22,11.93,13.83,11.12,15.65,2.25,16.23,4.79,1.02,2.02,23.13,999.0,43.48,11.76,8.2,5.17,23.38,3.62,10.41,13.64,18.04,11.39,5.3,13.3,6.23,8.59,16.3,13.63,6.52,11.05,5.33,6.52,3.11,6.31,17.77,2.38,1.22,15.87,13.35
14,37.63,42.28,32.94,30.73,33.83,31.62,42.04,27.72,44.19,44.34,45.22,22.82,43.48,999.0,32.8,36.46,38.67,22.28,45.76,35.8,32.23,28.61,38.69,42.76,30.95,39.37,35.38,32.27,31.23,37.9,40.71,39.68,37.9,40.46,39.71,29.71,45.08,42.28,30.27,33.1
15,9.84,10.73,9.12,9.01,9.17,4.84,9.82,5.12,11.41,12.76,13.09,16.01,11.76,32.8,999.0,3.75,6.59,15.97,13.21,10.94,2.54,6.46,7.33,9.97,8.21,10.92,7.36,6.09,1.88,5.37,9.12,10.5,5.37,8.7,11.41,6.5,12.75,10.73,4.35,3.03
16,8.23,7.28,9.46,10.2,9.15,7.53,6.14,8.74,7.73,9.21,9.39,18.52,8.2,36.46,3.75,999.0,3.17,18.57,9.46,10.25,5.45,9.85,5.94,6.33,9.41,8.78,6.5,8.35,5.57,1.68,7.13,8.11,1.68,5.27,9.25,9.6,9.02,7.28,7.67,5.24
17,6.18,4.15,8.96,10.33,8.39,10.7,3.38,11.16,6.1,6.16,6.62,19.36,5.17,38.67,6.59,3.17,999.0,19.52,7.13,8.78,8.58,12.93,8.0,5.14,9.63,6.22,5.46,11.51,8.47,1.62,8.54,5.4,1.62,2.12,6.63,12.74,6.41,4.15,10.76,8.41
18,16.43,22.17,11.61,9.56,12.49,18.12,22.57,11.88,25.61,24.04,25.34,0.63,23.38,22.28,15.97,18.57,19.52,999.0,26.41,14.08,17.07,16.39,23.29,24.51,10.08,18.13,14.79,19.49,15.4,19.44,25.08,18.67,19.44,20.74,18.38,17.61,25.44,22.17,16.43,18.07
19,10.96,4.59,15.2,16.95,14.44,16.29,3.84,18.12,2.56,3.7,1.9,26.2,3.62,45.76,13.21,9.46,7.13,26.41,999.0,13.93,14.6,19.01,10.65,3.96,16.35,9.83,11.72,16.63,15.0,7.9,9.69,8.9,7.9,5.66,9.92,18.51,1.25,4.59,16.86,14.08
20,2.97,9.34,3.03,5.17,2.29,15.71,10.52,12.15,14.11,10.78,12.42,13.69,10.41,35.8,10.94,10.25,8.78,14.08,13.93,999.0,13.45,16.51,16.17,13.6,5.2,4.33,3.78,17.02,12.21,9.81,17.12,5.11,9.81,8.74,4.46,17.0,12.75,9.34,14.81,13.94
21,12.36,12.72,11.5,11.15,11.62,2.31,11.55,5.33,12.52,14.66,14.75,17.21,13.64,32.23,2.54,5.45,8.58,17.07,14.6,13.45,999.0,4.43,6.67,10.99,10.38,13.39,9.9,3.57,1.72,7.12,8.66,12.92,7.12,10.69,13.88,4.17,14.32,12.72,2.27,1.01
22,15.98,17.09,14.05,13.04,14.4,3.04,15.98,5.13,16.87,19.06,19.18,16.68,18.04,28.61,6.46,9.85,12.93,16.39,19.01,16.51,4.43,999.0,10.16,15.33,12.4,17.23,13.34,3.74,4.64,11.53,12.16,16.88,11.53,15.06,17.72,1.28,18.75,17.09,2.18,4.97
23,13.97,11.0,15.33,15.84,15.07,7.12,9.18,11.92,8.11,12.33,11.6,23.34,11.39,38.69,7.33,5.94,8.0,23.29,10.65,16.17,6.67,10.16,999.0,6.7,15.02,14.21,12.43,6.82,8.1,6.55,2.01,13.4,6.55,9.48,14.63,9.22,10.92,11.0,8.43,5.7
24,10.76,5.42,14.08,15.46,13.47,12.51,3.52,15.05,1.54,6.06,4.98,24.39,5.3,42.76,9.97,6.33,5.14,24.51,3.96,13.6,10.99,15.33,6.7,999.0,14.75,10.2,10.56,12.75,11.63,5.11,5.92,9.23,5.11,4.94,10.47,14.74,4.26,5.42,13.23,10.37
25,6.68,12.09,2.17,0.81,2.97,12.37,12.53,7.52,15.72,13.98,15.26,9.85,13.3,30.95,8.21,9.41,9.63,10.08,16.35,5.2,10.38,12.4,15.02,14.75,999.0,8.42,4.72,13.81,8.79,9.86,16.48,8.8,9.86,10.69,8.76,13.15,15.36,12.09,11.1,11.14
26,1.74,5.28,6.55,8.72,5.65,15.69,6.79,13.8,10.4,6.5,8.2,17.79,6.23,39.37,10.92,8.78,6.22,18.13,9.83,4.33,13.39,17.23,14.21,10.2,8.42,999.0,4.27,16.79,12.61,7.7,14.71,0.97,7.7,5.29,0.49,17.41,8.61,5.28,15.23,13.57
27,2.72,7.38,3.55,5.25,2.92,12.2,7.96,9.57,11.33,9.27,10.56,14.55,8.59,35.38,7.36,6.5,5.46,14.79,11.72,3.78,9.9,13.34,12.43,10.56,4.72,4.27,999.0,13.44,8.82,6.22,13.47,4.35,6.22,6.09,4.71,13.68,10.69,7.38,11.47,10.29
28,15.85,15.51,15.04,14.56,15.18,1.46,14.09,7.65,14.28,17.32,17.12,19.7,16.3,32.27,6.09,8.35,11.51,19.49,16.63,17.02,3.57,3.74,6.82,12.75,13.81,16.79,13.44,999.0,5.02,9.92,8.73,16.25,9.92,13.56,17.27,2.56,16.58,15.51,3.07,3.22
29,11.41,12.61,10.06,9.55,10.26,3.6,11.68,3.82,13.11,14.63,14.94,15.52,13.63,31.23,1.88,5.57,8.47,15.4,15.0,12.21,1.72,4.64,8.1,11.63,8.79,12.61,8.82,5.02,999.0,7.21,10.04,12.24,7.21,10.58,13.09,4.85,14.59,12.61,2.65,2.68
30,7.44,5.62,9.53,10.61,9.08,9.17,4.47,10.23,6.37,7.53,7.73,19.34,6.52,37.9,5.37,1.68,1.62,19.44,7.9,9.81,7.12,11.53,6.55,5.11,9.86,7.7,6.22,9.92,7.21,999.0,7.31,6.93,0.0,3.64,8.13,11.26,7.39,5.62,9.35,6.87
31,14.7,10.88,16.59,17.28,16.24,9.12,8.96,13.86,7.13,11.9,10.9,25.11,11.05,40.71,9.12,7.13,8.54,25.08,9.69,17.12,8.66,12.16,2.01,5.92,16.48,14.71,13.47,8.73,10.04,7.31,999.0,13.83,7.31,9.65,15.09,11.19,10.17,10.88,10.45,7.7
32,2.27,4.33,7.06,9.17,6.18,15.21,5.82,13.69,9.43,5.67,7.32,18.36,5.33,39.68,10.5,8.11,5.4,18.67,8.9,5.11,12.92,16.88,13.4,9.23,8.8,0.97,4.35,16.25,12.24,6.93,13.83,999.0,6.93,4.34,1.27,17.0,7.7,4.33,14.84,13.04
33,7.44,5.62,9.53,10.61,9.08,9.17,4.47,10.23,6.37,7.53,7.73,19.34,6.52,37.9,5.37,1.68,1.62,19.44,7.9,9.81,7.12,11.53,6.55,5.11,9.86,7.7,6.22,9.92,7.21,0.0,7.31,6.93,999.0,3.64,8.13,11.26,7.39,5.62,9.35,6.87
34,5.84,2.04,9.62,11.3,8.9,12.8,1.87,13.12,5.38,4.08,4.77,20.54,3.11,40.46,8.7,5.27,2.12,20.74,5.66,8.74,10.69,15.06,9.48,4.94,10.69,5.29,6.09,13.56,10.58,3.64,9.65,4.34,3.64,999.0,5.6,14.86,4.73,2.04,12.88,10.5
35,2.11,5.42,6.84,9.02,5.94,16.18,7.02,14.26,10.61,6.51,8.25,18.03,6.31,39.71,11.41,9.25,6.63,18.38,9.92,4.46,13.88,17.72,14.63,10.47,8.76,0.49,4.71,17.27,13.09,8.13,15.09,1.27,8.13,5.6,999.0,17.9,8.69,5.42,15.72,14.05
36,16.26,16.88,14.68,13.83,14.97,2.23,15.65,6.14,16.28,18.79,18.8,17.89,17.77,29.71,6.5,9.6,12.74,17.61,18.51,17.0,4.17,1.28,9.22,14.74,13.15,17.41,13.68,2.56,4.85,11.26,11.19,17.0,11.26,14.86,17.9,999.0,18.33,16.88,2.2,4.45
37,9.8,3.42,14.13,15.94,13.35,16.13,3.03,17.54,3.17,2.47,0.78,25.21,2.38,45.08,12.75,9.02,6.41,25.44,1.25,12.75,14.32,18.75,10.92,4.26,15.36,8.61,10.69,16.58,14.59,7.39,10.17,7.7,7.39,4.73,8.69,18.33,999.0,3.42,16.58,13.88
38,6.38,0.0,10.75,12.63,9.95,14.79,1.94,15.1,5.26,2.08,3.19,21.92,1.22,42.28,10.73,7.28,4.15,22.17,4.59,9.34,12.72,17.09,11.0,5.42,12.09,5.28,7.38,15.51,12.61,5.62,10.88,4.33,5.62,2.04,5.42,16.88,3.42,999.0,14.92,12.49
39,14.06,14.92,12.54,11.81,12.8,1.7,13.8,4.59,14.76,16.88,17.01,16.64,15.87,30.27,4.35,7.67,10.76,16.43,16.86,14.81,2.27,2.18,8.43,13.23,11.1,15.23,11.47,3.07,2.65,9.35,10.45,14.84,9.35,12.88,15.72,2.2,16.58,14.92,999.0,2.91
40,12.65,12.49,12.15,11.93,12.2,2.3,11.21,6.35,11.9,14.37,14.35,18.2,13.35,33.1,3.03,5.24,8.41,18.07,14.08,13.94,1.01,4.97,5.7,10.37,11.14,13.57,10.29,3.22,2.68,6.87,7.7,13.04,6.87,10.5,14.05,4.45,13.88,12.49,2.91,999.0
