,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
15,4.56,13.2,8.54,11.74,10.63,17.34,2.75,9.58,8.66,2.31,10.96,6.56,11.61,10.01,999.0,5.51,4.04,10.25,12.23,11.1,6.01,8.98,10.72,8.47,6.28,4.45,12.6,11.78,3.92,5.37,9.79,0.91,10.96,6.37,3.96,5.93,5.78,12.64,12.02,7.85
16,0.98,15.43,11.79,17.24,16.13,18.01,4.5,15.07,3.67,3.44,16.47,2.97,16.81,14.19,5.51,999.0,5.86,15.42,17.49,15.99,9.31,12.24,14.9,13.59,2.51,5.9,18.02,15.13,9.32,3.53,15.27,5.43,16.47,11.84,7.74,8.99,2.08,17.77,14.83,8.2
17,5.02,9.88,5.93,13.63,12.08,13.46,1.72,11.01,7.39,4.79,12.61,8.32,11.79,8.44,4.04,5.86,999.0,10.41,15.0,10.61,10.04,6.38,9.14,11.63,4.85,0.45,14.94,9.27,5.57,3.18,11.15,4.88,12.61,8.91,8.0,9.96,4.64,12.61,9.07,3.82
18,14.44,10.58,7.01,5.63,3.68,16.34,11.09,3.3,17.74,12.55,4.44,16.81,1.39,4.41,10.25,15.42,10.41,999.0,8.95,1.8,12.51,6.99,4.49,8.47,15.17,10.68,7.63,7.26,6.39,13.57,3.14,10.79,4.44,6.2,11.41,12.81,14.85,2.39,8.68,11.97
19,16.63,19.15,14.73,3.62,5.31,24.8,14.6,5.72,20.87,14.05,4.59,17.35,9.0,13.03,12.23,17.49,15.0,8.95,999.0,10.71,9.69,14.9,13.29,3.96,18.51,15.43,1.9,16.0,9.46,17.43,5.83,12.08,4.59,6.1,10.19,10.13,18.01,9.83,17.28,18.12
20,15.03,9.17,6.26,7.31,5.41,14.93,11.54,5.1,18.0,13.36,6.16,17.64,2.06,3.23,11.1,15.99,10.61,1.8,10.71,999.0,13.98,6.13,3.07,10.23,15.46,10.82,9.32,5.79,7.43,13.79,4.93,11.75,6.16,7.81,12.73,14.25,15.2,2.23,7.29,11.59
21,8.73,18.61,13.69,11.05,10.96,23.18,8.66,10.23,12.98,6.34,10.88,8.18,13.58,14.16,6.01,9.31,10.04,12.51,9.69,13.98,999.0,14.08,14.79,5.92,11.19,10.46,10.9,16.57,7.13,10.87,10.49,5.21,10.88,6.42,2.04,0.44,10.63,14.71,17.16,13.86
22,11.39,4.61,0.46,12.18,10.22,9.96,7.91,9.4,13.26,10.7,10.96,14.62,8.02,2.96,8.98,12.24,6.38,6.99,14.9,6.13,14.08,999.0,3.44,12.85,10.93,6.36,14.04,2.9,7.11,9.22,9.38,9.87,10.96,9.75,12.24,14.18,10.85,8.36,3.08,5.81
23,13.98,6.12,3.71,10.1,8.13,11.89,10.41,7.58,16.37,12.79,8.9,16.96,5.12,0.72,10.72,14.9,9.14,4.49,13.29,3.07,14.79,3.44,999.0,12.12,13.93,9.23,12.09,2.77,7.71,12.21,7.47,11.52,8.9,9.28,13.22,14.99,13.76,5.19,4.23,9.23
24,12.75,17.39,12.58,5.3,5.74,22.77,10.99,5.38,17.04,10.16,5.42,13.39,9.13,11.68,8.47,13.59,11.63,8.47,3.96,10.23,5.92,12.85,12.12,999.0,14.74,12.07,4.98,14.56,6.33,13.78,5.62,8.23,5.42,3.11,6.24,6.36,14.22,10.2,15.61,15.05
25,2.56,13.58,10.51,17.77,16.43,15.71,4.17,15.36,2.58,4.88,16.88,5.44,16.55,13.24,6.28,2.51,4.85,15.17,18.51,15.46,11.19,10.93,13.93,14.74,999.0,4.7,18.8,13.73,9.6,1.72,15.53,6.56,16.88,12.57,9.4,10.92,0.56,17.41,13.22,6.14
26,5.1,9.69,5.92,14.02,12.44,13.13,2.01,11.37,7.2,5.09,12.99,8.46,12.05,8.54,4.45,5.9,0.45,10.68,15.43,10.82,10.46,6.36,9.23,12.07,4.7,999.0,15.34,9.23,5.98,3.0,11.5,5.28,12.99,9.34,8.42,10.37,4.54,12.84,8.95,3.41
27,17.12,18.1,13.92,2.02,3.96,23.82,14.75,4.64,21.25,14.6,3.19,18.17,7.48,11.91,12.6,18.02,14.94,7.63,1.9,9.32,10.9,14.04,12.09,4.98,18.8,15.34,999.0,14.84,9.39,17.59,4.68,12.59,3.19,6.23,11.11,11.34,18.33,8.2,16.2,17.78
28,14.29,3.38,3.36,12.86,10.89,9.13,10.81,10.29,15.97,13.57,11.66,17.52,7.85,2.96,11.78,15.13,9.27,7.26,16.0,5.79,16.57,2.9,2.77,14.56,13.73,9.23,14.84,999.0,9.46,12.03,10.2,12.65,11.66,11.59,14.82,16.71,13.67,7.79,1.55,8.21
29,8.35,11.72,6.76,8.2,6.85,16.75,5.45,5.78,12.14,6.22,7.28,10.44,7.73,7.05,3.92,9.32,5.57,6.39,9.46,7.43,7.13,7.11,7.71,6.33,9.6,5.98,9.39,9.46,999.0,8.26,5.97,4.4,7.28,3.39,5.51,7.3,9.18,8.78,10.14,8.74
30,3.08,12.01,8.79,16.45,15.02,14.5,2.84,13.95,4.21,4.58,15.5,6.45,14.95,11.53,5.37,3.53,3.18,13.57,17.43,13.79,10.87,9.22,12.21,13.78,1.72,3.0,17.59,12.03,8.26,999.0,14.1,5.85,15.5,11.4,8.94,10.66,1.67,15.78,11.56,4.68
31,14.3,13.42,9.29,2.81,0.94,19.13,11.35,0.26,18.09,12.05,1.6,16.12,3.52,7.25,9.79,15.27,11.15,3.14,5.83,4.93,10.49,9.38,7.47,5.62,15.53,11.5,4.68,10.2,5.97,14.1,999.0,10.09,1.6,4.13,9.82,10.85,15.12,4.57,11.53,13.52
32,4.55,14.11,9.43,11.86,10.89,18.24,3.45,9.87,8.81,2.02,11.16,6.07,12.13,10.81,0.91,5.43,4.88,10.79,12.08,11.75,5.21,9.87,11.52,8.23,6.56,5.28,12.59,12.65,4.4,5.85,10.09,999.0,11.16,6.44,3.19,5.1,6.02,13.18,12.92,8.68
33,15.51,14.93,10.88,1.22,0.77,20.66,12.72,1.65,19.42,13.16,0.0,17.11,4.41,8.74,10.96,16.47,12.61,4.44,4.59,6.16,10.88,10.96,8.9,5.42,16.88,12.99,3.19,11.66,7.28,15.5,1.6,11.16,999.0,4.85,10.49,11.27,16.45,5.28,13.03,15.1
34,10.92,14.32,9.48,5.44,4.74,19.67,8.55,3.88,15.02,8.45,4.85,12.28,7.19,8.77,6.37,11.84,8.91,6.2,6.1,7.81,6.42,9.75,9.28,3.11,12.57,9.34,6.23,11.59,3.39,11.4,4.13,6.44,4.85,999.0,5.7,6.76,12.09,8.31,12.57,12.12
35,7.05,16.71,11.83,10.89,10.43,21.17,6.64,9.56,11.37,4.52,10.49,7.16,12.59,12.55,3.96,7.74,8.0,11.41,10.19,12.73,2.04,12.24,13.22,6.24,9.4,8.42,11.11,14.82,5.51,8.94,9.82,3.19,10.49,5.7,999.0,2.0,8.84,13.71,15.32,11.82
36,8.44,18.68,13.78,11.47,11.34,23.17,8.53,10.59,12.67,6.11,11.27,7.78,13.9,14.34,5.93,8.99,9.96,12.81,10.13,14.25,0.44,14.18,14.99,6.36,10.92,10.37,11.34,16.71,7.3,10.66,10.85,5.1,11.27,6.76,2.0,999.0,10.36,15.03,17.27,13.78
37,2.03,13.67,10.42,17.33,16.02,15.98,3.79,14.95,2.97,4.32,16.45,5.05,16.24,13.07,5.78,2.08,4.64,14.85,18.01,15.2,10.63,10.85,13.76,14.22,0.56,4.54,18.33,13.67,9.18,1.67,15.12,6.02,16.45,12.09,8.84,10.36,999.0,17.12,13.23,6.29
38,16.79,11.16,8.49,6.23,4.65,16.87,13.39,4.81,19.98,14.94,5.28,19.2,1.13,5.44,12.64,17.77,12.61,2.39,9.83,2.23,14.71,8.36,5.19,10.2,17.41,12.84,8.2,7.79,8.78,15.78,4.57,13.18,5.28,8.31,13.71,15.03,17.12,999.0,9.33,13.8
39,14.05,1.9,3.5,14.24,12.26,7.66,10.71,11.6,15.33,13.62,13.03,17.38,9.35,4.29,12.02,14.83,9.07,8.68,17.28,7.29,17.16,3.08,4.23,15.61,13.22,8.95,16.2,1.55,10.14,11.56,11.53,12.92,13.03,12.57,15.32,17.27,13.23,9.33,999.0,7.39
40,7.65,7.49,5.51,16.23,14.45,9.94,5.33,13.44,8.0,8.33,15.1,11.08,13.23,8.67,7.85,8.2,3.82,11.97,18.12,11.59,13.86,5.81,9.23,15.05,6.14,3.41,17.78,8.21,8.74,4.68,13.52,8.68,15.1,12.12,11.82,13.78,6.29,13.8,7.39,999.0
